
10/18/2016 20:55:36,63000,Berater,10,10,,Linz,Männlich,inkludiert: 40h+5h Überstundenpauschale; Reisekostenpauschale für 3-4 Tage pro Woche
10/18/2016 21:01:43,44800,Softwareentwickler,8,0,Große Firma (wie Voestalpine),Linz,Männlich,40h
10/18/2016 22:11:54,46000,,10,2,Softwareagentur (wie Catalysts),Linz,Männlich,"38,5"
10/18/2016 23:09:24,30000,Berater,13,3,Selbstständig,Linz,Männlich,
10/19/2016 0:08:18,55000,"SW-Entwickler (C++, Java, Web)",3,2,Selbstständig,Salzburg / Oberösterreich,Männlich,"40h/Woche, BHS Matura"
10/19/2016 2:27:27,45000,E-Learning,2,0.3,Große Firma (wie Voestalpine),,Weiblich,Ohne bonuszahlungen 
10/19/2016 2:50:18,75000,Head of Softwaredevelopment,12,0,Softwareagentur (wie Catalysts),Linz,Männlich,
10/19/2016 3:49:26,46200,Digital Artist ,5,0,Große Firma (wie Voestalpine),Hagenberg,Männlich,"Stufe G2, master, keine Überstunden, ZA"
10/19/2016 5:09:46,49500,"Softwareentwickler u. -architekt JEE und Mobile, Projektleiter",6,3,Große Firma (wie Voestalpine),Linz,Männlich,"IT KV, ST2, 38.5 Wochenstunden, keine Überstunden, FH Hagenbeg Software Engineering BSc und MSc"
10/19/2016 5:24:33,50000,Software Engineer,9,9,Große Firma (wie Voestalpine),Salzburg,Männlich,
10/19/2016 5:45:25,49980,Software Entwickler mit Projektverantwortung,10,10,Automatisierungfirma,Bezirk Vöklabruck,Männlich,
10/19/2016 6:04:47,70000,Sr Developer,14,6,Selbstständig,Linz,Männlich,Selbst und ständig
10/19/2016 6:15:17,47000,Web Developer,7,7,Webagentur (wie Netural),Salzburg,Weiblich,inkl. 10h Überstundenpauschale
10/19/2016 6:20:59,39200,Web Entwicklerin,2,2,Webagentur (wie Netural),Wien,Weiblich,"40 Std, 10 Überstunden / Monat mit Pauschale (Überstunden werden selten gemacht)"
10/19/2016 6:43:36,107400,Advisory Consultant,10,4,Softwarefirma (wie Borland),Linz,Männlich,"IT ST2, All in, Firmensitz nicht in Österreich "
10/19/2016 7:15:45,49000,Software Entwickler,8,3,Große Firma (wie Voestalpine),Bischofshofen,Männlich,"Metaller KV, Stufe G0, 38,5 h/Woche, BSC"
10/19/2016 7:37:08,52000,Security Engineer,4,1,Große Firma (wie Voestalpine),Wels,Männlich,"38,5; vergünstigtes Essen"
10/19/2016 7:55:14,34000,Webentwickler,0,0,Webagentur (wie Netural),Salzburg,Männlich,MSc
10/19/2016 7:55:44,39000,Software Engineer,2,1,Softwareagentur (wie Catalysts),Hagenberg,Männlich,MSc
10/19/2016 7:56:17,42000,Frontend Deverloper,5,1,Startup (wie Tractive),Linz,Männlich,MSc
10/19/2016 8:16:28,39000,Motion Designer,4,1,Große Firma (wie Voestalpine),Linz,Weiblich,master abschluss
10/19/2016 8:19:58,43400,Software Engineer,3,3,Softwarefirma (wie Borland),Linz,Männlich,"38,5h/Woche"
10/19/2016 8:25:19,36000,C#/.NET-Developer,1,1,Softwarefirma (wie Borland),Linz,Männlich,
10/19/2016 8:30:47,100000,CEO,18,4,Startup (wie Tractive),Linz,Männlich,
10/19/2016 8:38:29,49000,Professional Java Developer,7,7,Webagentur (wie Netural),Wels,Weiblich,"38,5h"
10/19/2016 8:43:09,50400,iOS Developer,6,0.5,Startup (wie Tractive),Wien,Weiblich,"ST2, Regelstufe, keine Überstundenpauschale, 35 h/W, Gehaltsangabe auf Basis Vollzeit"
10/19/2016 9:42:50,40000,Web Developer,6,3,Selbstständig,Wien,Männlich,
10/19/2016 10:06:27,35000,Junior Backend Developer,0,0.5,Webagentur (wie Netural),Wien,Männlich,"BSc, 38.5h/Woche"
10/19/2016 10:38:05,45000,Software Engineer,15,13,Große Firma (wie Voestalpine),Leonding,Männlich,
10/19/2016 15:52:37,49000,Senior Softwareentwickler,5,2.5,Softwarefirma (wie Borland),Linz,Männlich,
10/19/2016 16:22:57,33500,Software Entwickler,2,2,Softwareagentur (wie Catalysts),Linz,Männlich,
10/19/2016 16:39:03,46200,3D Artist,10,0,Große Firma (wie Voestalpine),Schwertberg,Männlich,"KV Metall; 38,5h; Master"
10/19/2016 20:29:03,61400,Software Entwickler,10,,Softwarefirma (wie Borland),Linz,Männlich,
10/19/2016 20:41:02,43400,Applikationsbetreuung,2,2,IT Dienstleister,Wels,Männlich,
10/19/2016 21:07:48,60000,Softwareentwickler,10,5,Große Firma (wie Voestalpine),,Männlich,
10/19/2016 22:00:36,30000,IT Techniker,5,2,Große Firma (wie Voestalpine),Linz,Männlich,
10/19/2016 22:34:33,46000,Systemarchitekt,6,4,Mittelstand,Wels,Männlich,"Metall-Ang. KV, ESD Master"
10/19/2016 23:36:20,54000,Teamlead Release Management,8,4,Große Firma (wie Voestalpine),Linz,Männlich,
10/19/2016 23:41:24,65000,Software engineer ,12,10,Große Firma (wie Voestalpine),Linz,Weiblich,
10/20/2016 7:05:15,45500,Mobile Engineer,5,4,Softwarefirma (wie Borland),Linz,Männlich,10h Pauschale
10/20/2016 7:24:35,50400,Software Entwickler,5,5,Softwarefirma (wie Borland),Hagenberg,Männlich,
10/20/2016 10:58:01,42000,Softwaredeveloper,2.5,2.5,Softwarefirma (wie Borland),Wien,Männlich,
10/20/2016 13:23:43,120000,Selbständig,8,1,Große Firma (wie Voestalpine),Linz,Männlich,"All in, zzgl. andere kl. Aufträge"
10/20/2016 13:38:30,47600,Mobile Dev,5,2,Softwareagentur (wie Catalysts),Wien,Männlich,"38,5h"
10/22/2016 14:32:48,42900,IT Systemadministrator,1,1,Softwarefirma (wie Borland),Linz,Männlich,"38,5 h"
10/23/2016 6:36:36,58800,Frontend Developer ,11,3,Große Firma (wie Voestalpine),Wels,Weiblich,HandelsKV
10/25/2016 16:44:06,41000,Software-Engineer,5,2,Startup (wie Tractive),Ried im Innkreis,Männlich,SE-Bachelor IT-Kollektiv ST1.2
10/26/2016 19:58:51,55000,Senior Software Architect,9,5,Softwareagentur (wie Catalysts),Linz,Männlich,MSc
11/16/2016 9:49:51,45000,HMI,0.5,0.5,Hardware und Software Firma (Autoindustrie),Deutschland,Männlich,"40h, All-In, MSc"
11/16/2016 9:51:56,35000,Forscher und Entwickler,3,1,Große Firma (wie Voestalpine),Salzburg,Männlich,"All-In-Vertrag, 40h, Msc."
11/16/2016 9:54:38,46000,Product Manager,8,4,Startup (wie Tractive),Wien,Männlich,"Equity, 3yrs vesting, automatische Vorrücken bei Erreichen von Unternehmenszielen (ca. 10% plus Brutto nach je ca. 6-8 Monaten)"
12/6/2016 20:41:59,56000,Software Developer,5,4,Softwareagentur (wie Catalysts),Linz,Männlich,"38,5h, Normaler Arbeitsvertrag"
1/31/2017 17:20:18,50000,Team Lead,4,3,Softwareagentur (wie Catalysts),Linz,Männlich,
1/31/2017 17:39:49,37800,Software Developer,1.5,1.5,Webagentur (wie Netural),Linz,Männlich,Abschluss FH Hagenberg Master Software Engineering
4/4/2017 10:48:47,34720,Implementation Consultant,3,1,Softwarefirma (wie Borland),Wien,Weiblich,"Bachelor Abschluss, 40 Wochenstunden ohne Pauschale"
1/19/2018 12:57:00,42000,.net-Softwareentwickler,1,0,Softwarefirma (wie Borland),Salzburg,Männlich,"All-In, IT/ST1/Einstiegsstufe"
3/28/2018 9:50:12,29400,Radiologietechnologe,0,0,Ordination Dr.,Wien,Männlich,
